kanji_index,kanji,slug,keyword,lesson_number,kml_primitives,cluster_components,jp_verse,en_verse
736,型,mould,mould,37,,,,
737,才,genius,genius,37,,,,
738,財,property,property,37,,,,
739,材,lumber,lumber,37,,,,
740,存,suppose,suppose,37,,,,
741,在,exist,exist,38,,,,
742,乃,no,no,38,,,,
743,携,portable,portable,38,,,,
744,及,reach_out,reach_out,38,,,,
745,吸,suck,suck,38,,,,
746,扱,handle,handle,38,,,,
747,丈,length,length,38,,,,
748,史,history,history,38,,,,
749,吏,officer,officer,38,,,,
750,更,further,further,38,,,,
751,硬,stiff,stiff,38,,,,
752,梗,spiny,spiny,38,,,,
753,又,or_again,or_again,38,,,,
754,双,pair,pair,38,,,,
755,桑,mulberry,mulberry,38,,,,
756,隻,vessels,vessels,38,,,,
757,護,safeguard,safeguard,38,,,,
758,獲,seize,seize,38,,,,
759,奴,guy,guy,38,,,,
760,怒,angry,angry,38,,,,
761,友,friend,friend,39,,,,
762,抜,slip_out,slip_out,39,,,,
763,投,throw,throw,39,,,,
764,没,drown,drown,39,,,,
765,股,crotch,crotch,39,,,,
766,設,establish,establish,39,,,,
767,撃,beat,beat,39,,,,
768,殻,husk,husk,39,,,,
769,支,branch,branch,39,,,,
770,技,skill,skill,39,,,,
771,枝,bough,bough,39,,,,
772,肢,limb,limb,39,,,,
773,茎,stalk,stalk,39,,,,
774,怪,suspicious,suspicious,39,,,,
775,軽,light_weight,light_weight,39,,,,
776,叔,uncle,uncle,39,,,,
777,督,coach,coach,39,,,,
778,寂,loneliness,loneliness,39,,,,
779,淑,graceful,graceful,39,,,,
780,反,anti,anti,39,,,,
781,坂,slope,slope,40,,,,
782,板,plank,plank,40,,,,
783,返,return,return,40,,,,
784,販,marketing,marketing,40,,,,
785,爪,claw,claw,40,,,,
786,妥,gentle,gentle,40,,,,
787,乳,milk,milk,40,,,,
788,浮,floating,floating,40,,,,
789,淫,lewdness,lewdness,40,,,,
790,将,leader,leader,40,,,,
791,奨,exhort,exhort,40,,,,
792,采,grab,grab,40,,,,
793,採,pick,pick,40,,,,
794,菜,vegetable,vegetable,40,,,,
795,受,accept,accept,40,,,,
796,授,instruct,instruct,40,,,,
797,愛,love,love,40,,,,
798,曖,unclear,unclear,40,,,,
799,払,pay,pay,40,,,,
800,広,wide,wide,40,,,,
801,勾,capture,capture,41,,,,
802,拡,broaden,broaden,41,,,,
803,鉱,mineral,mineral,41,,,,
804,弁,valve,valve,41,,,,
805,雄,male,male,41,,,,
806,台,pedestal,pedestal,41,,,,
807,怠,neglect,neglect,41,,,,
808,治,reign,reign,41,,,,
809,冶,metallurgy,metallurgy,41,,,,
810,始,commence,commence,41,,,,
811,胎,womb,womb,41,,,,
812,窓,window,window,41,,,,
813,去,leave,leave,41,,,,
814,法,method,method,41,,,,
815,会,meeting,meeting,41,,,,
816,至,climax,climax,41,,,,
817,室,room,room,41,,,,
818,到,arrival,arrival,41,,,,
819,致,bring_about,bring_about,41,,,,
820,互,mutually,mutually,41,,,,
821,棄,abandon,abandon,42,,,,
822,育,nurture,nurture,42,,,,
823,撤,remove,remove,42,,,,
824,充,allot,allot,42,,,,
825,銃,gun,gun,42,,,,
826,硫,sulfur,sulfur,42,,,,
827,流,current,current,42,,,,
828,允,makoto,makoto,42,,,,
829,唆,tempt,tempt,42,,,,
830,出,exit,exit,42,,,,
831,山,mountain,mountain,42,,,,
832,拙,bungling,bungling,42,,,,
833,岩,boulder,boulder,42,,,,
834,炭,charcoal,charcoal,42,,,,
835,岐,branch_off,branch_off,42,,,,
836,峠,mountain_pass,mountain_pass,42,,,,
837,崩,crumble,crumble,42,,,,
838,密,secrecy,secrecy,42,,,,
839,蜜,honey,honey,42,,,,
840,嵐,storm,storm,42,,,,
841,崎,promontory,promontory,43,,,,
842,崖,cliff,cliff,43,,,,
843,入,enter,enter,43,,,,
844,込,crowded,crowded,43,,,,
845,分,part,part,43,,,,
846,貧,poverty,poverty,43,,,,
847,頒,partition,partition,43,,,,
848,公,public,public,43,,,,
849,松,pine_tree,pine_tree,43,,,,
850,翁,elderly_man,elderly_man,43,,,,
851,訟,litigation,litigation,43,,,,
852,谷,valley,valley,43,,,,
853,浴,bathe,bathe,43,,,,
854,容,contain,contain,43,,,,
855,溶,melt,melt,43,,,,
856,欲,longing,longing,43,,,,
857,裕,abundant,abundant,43,,,,
858,鉛,lead,lead,43,,,,
859,沿,run_alongside,run_alongside,43,,,,
860,賞,prize,prize,43,,,,
861,党,political_party,political_party,44,,,,
862,堂,public_hall,public_hall,44,,,,
863,常,usual,usual,44,,,,
864,裳,robe,robe,44,,,,
865,掌,manipulate,manipulate,44,,,,
866,皮,pelt,pelt,44,,,,
867,波,waves,waves,44,,,,
868,婆,old_woman,old_woman,44,,,,
869,披,reveal,reveal,44,,,,
870,破,rend,rend,44,,,,
871,被,incur,incur,44,,,,
872,残,remainder,remainder,44,,,,
873,殉,martyrdom,martyrdom,44,,,,
874,殊,particularly,particularly,44,,,,
875,殖,augment,augment,44,,,,
876,列,file,file,44,,,,
877,裂,split,split,44,,,,
878,烈,ardent,ardent,44,,,,
879,死,death,death,44,,,,
880,葬,burial,burial,44,,,,
881,瞬,wink,wink,45,,,,
882,耳,ear,ear,45,,,,
883,取,take,take,45,,,,
884,趣,gist,gist,45,,,,
885,最,utmost,utmost,45,,,,
886,撮,snapshot,snapshot,45,,,,
887,恥,shame,shame,45,,,,
888,職,employment,employment,45,,,,
889,聖,holy,holy,45,,,,
890,敢,daring,daring,45,,,,
891,聴,listen,listen,45,,,,
892,懐,pocket,pocket,45,,,,
893,慢,ridicule,ridicule,45,,,,
894,漫,cartoon,cartoon,45,,,,
895,買,buy,buy,45,,,,
896,置,placement,placement,45,,,,
897,罰,penalty,penalty,45,,,,
898,寧,rather,rather,45,,,,
899,濁,voiced,voiced,45,,,,
900,環,ring,ring,45,,,,
901,還,send_back,send_back,46,,,,
902,夫,husband,husband,46,,,,
903,扶,support,support,46,,,,
904,渓,mountain_stream,mountain_stream,46,,,,
905,規,standard,standard,46,,,,
906,替,exchange,exchange,46,,,,
907,賛,approve,approve,46,,,,
908,潜,submerge,submerge,46,,,,
909,失,lose,lose,46,,,,
910,鉄,iron,iron,46,,,,
911,迭,transfer,transfer,46,,,,
912,臣,retainer,retainer,46,,,,
913,姫,princess,princess,46,,,,
914,蔵,storehouse,storehouse,46,,,,
915,臓,entrails,entrails,46,,,,
916,賢,intelligent,intelligent,46,,,,
917,腎,kidney,kidney,46,,,,
918,堅,strict,strict,46,,,,
919,臨,look_to,look_to,46,,,,
920,覧,perusal,perusal,46,,,,
921,巨,gigantic,gigantic,47,,,,
922,拒,repel,repel,47,,,,
923,力,power,power,47,,,,
924,男,man,man,47,,,,
925,労,labor,labor,47,,,,
926,募,recruit,recruit,47,,,,
927,劣,inferiority,inferiority,47,,,,
928,功,achievement,achievement,47,,,,
929,勧,persuade,persuade,47,,,,
930,努,toil,toil,47,,,,
931,勃,uprising,uprising,47,,,,
932,励,encourage,encourage,47,,,,
933,加,add,add,47,,,,
934,賀,congratulations,congratulations,47,,,,
935,架,rack,rack,47,,,,
936,脇,armpit,armpit,47,,,,
937,脅,threaten,threaten,47,,,,
938,協,cooperation,cooperation,47,,,,
939,行,going,going,47,,,,
940,律,law,law,47,,,,
941,復,restore,restore,48,,,,
942,得,acquire,acquire,48,,,,
943,従,obey,obey,48,,,,
944,徒,junior,junior,48,,,,
945,待,wait,wait,48,,,,
946,往,journey,journey,48,,,,
947,征,subjugate,subjugate,48,,,,
948,径,diameter,diameter,48,,,,
949,彼,he,he,48,,,,
950,役,role,role,48,,,,
951,徳,benevolence,benevolence,48,,,,
952,徹,penetrate,penetrate,48,,,,
953,徴,indications,indications,48,,,,
954,懲,penal,penal,48,,,,
955,微,delicate,delicate,48,,,,
956,街,boulevard,boulevard,48,,,,
957,桁,beam,beam,48,,,,
958,衡,equilibrium,equilibrium,48,,,,
959,稿,draft,draft,48,,,,
960,稼,earnings,earnings,48,,,,
961,程,extent,extent,49,,,,
962,税,tax,tax,49,,,,
963,稚,immature,immature,49,,,,
964,和,harmony,harmony,49,,,,
965,移,shift,shift,49,,,,
966,秒,second,second,49,,,,
967,秋,autumn,autumn,49,,,,
968,愁,distress,distress,49,,,,
969,私,me,me,49,,,,
970,秩,regularity,regularity,49,,,,
971,秘,secret,secret,49,,,,
972,称,appellation,appellation,49,,,,
973,利,profit,profit,49,,,,
974,梨,pear_tree,pear_tree,49,,,,
975,穫,harvest,harvest,49,,,,
976,穂,ear_of_plant,ear_of_plant,49,,,,
977,稲,rice_plant,rice_plant,49,,,,
978,香,incense,incense,49,,,,
979,季,seasons,seasons,49,,,,
980,委,committee,committee,49,,,,
981,秀,excel,excel,50,,,,
982,透,transparent,transparent,50,,,,
983,誘,entice,entice,50,,,,
984,稽,examine,examine,50,,,,
985,穀,cereals,cereals,50,,,,
986,菌,germ,germ,50,,,,
987,萎,numb,numb,50,,,,
988,米,rice,rice,50,,,,
989,粉,flour,flour,50,,,,
990,粘,sticky,sticky,50,,,,
991,粒,grains,grains,50,,,,
992,粧,cosmetics,cosmetics,50,,,,
993,迷,astray,astray,50,,,,
994,粋,chic,chic,50,,,,
995,謎,riddle,riddle,50,,,,
996,糧,provisions,provisions,50,,,,
997,菊,chrysanthemum,chrysanthemum,50,,,,
998,奥,inner,inner,50,,,,
999,数,number,number,50,,,,
1000,楼,watchtower,watchtower,50,,,,
1001,類,sort,sort,51,,,,
1002,漆,lacquer,lacquer,51,,,,
1003,膝,knee,knee,51,,,,
1004,様,formal_title,formal_title,51,,,,
1005,求,request,request,51,,,,
1006,球,sphere,sphere,51,,,,
1007,救,salvation,salvation,51,,,,
1008,竹,bamboo,bamboo,51,,,,
1009,笑,laugh,laugh,51,,,,
1010,笠,bamboo_hat,bamboo_hat,51,,,,
1011,笹,bamboo_grass,bamboo_grass,51,,,,
1012,箋,stationery,stationery,51,,,,
1013,筋,muscle,muscle,51,,,,
1014,箱,box,box,51,,,,
1015,筆,writing_brush,writing_brush,51,,,,
1016,筒,cylinder,cylinder,51,,,,
1017,等,etc,etc,51,,,,
1018,算,calculate,calculate,51,,,,
1019,答,answer,answer,51,,,,
1020,策,scheme,scheme,51,,,,
1021,簿,register,register,52,,,,
1022,築,fabricate,fabricate,52,,,,
1023,篭,basket,basket,52,,,,
1024,人,person,person,52,,,,
1025,佐,assistant,assistant,52,,,,
1026,侶,partner,partner,52,,,,
1027,但,however,however,52,,,,
1028,住,dwelling,dwelling,52,,,,
1029,位,rank,rank,52,,,,
1030,仲,go_between,go_between,52,,,,
1031,体,body,body,52,,,,
1032,悠,permanence,permanence,52,,,,
1033,件,affair,affair,52,,,,
1034,仕,attend_to,attend_to,52,,,,
1035,他,other,other,52,,,,
1036,伏,prostrated,prostrated,52,,,,
1037,伝,transmit,transmit,52,,,,
1038,仏,buddha,buddha,52,,,,
1039,休,rest,rest,52,,,,
1040,仮,temporary,temporary,52,,,,
1041,伎,performing artist,performing artist,53,,,,
1042,伯,chief,chief,53,,,,
1043,俗,vulgar,vulgar,53,,,,
1044,信,faith,faith,53,,,,
1045,佳,excellent,excellent,53,,,,
1046,依,reliant,reliant,53,,,,
1047,例,example,example,53,,,,
1048,個,individual,individual,53,,,,
1049,健,healthy,healthy,53,,,,
1050,側,side,side,53,,,,
1051,侍,waiter,waiter,53,,,,
1052,停,halt,halt,53,,,,
1053,値,value,value,53,,,,
1054,倣,emulate,emulate,53,,,,
1055,傲,arrogance,arrogance,53,,,,
1056,倒,overthrow,overthrow,53,,,,
1057,偵,spy,spy,53,,,,
1058,僧,buddhist_priest,buddhist_priest,53,,,,
1059,億,hundred_million,hundred_million,53,,,,
1060,儀,ritual,ritual,53,,,,
1061,償,reparation,reparation,54,,,,
1062,仙,hermit,hermit,54,,,,
1063,催,sponsor,sponsor,54,,,,
1064,仁,humanity,humanity,54,,,,
1065,侮,scorn,scorn,54,,,,
1066,使,use,use,54,,,,
1067,便,convenience,convenience,54,,,,
1068,倍,double,double,54,,,,
1069,優,tenderness,tenderness,54,,,,
1070,伐,fell,fell,54,,,,
1071,宿,inn,inn,54,,,,
1072,傷,wound,wound,54,,,,
1073,保,protect,protect,54,,,,
1074,褒,praise,praise,54,,,,
1075,傑,greatness,greatness,54,,,,
1076,付,adhere,adhere,54,,,,
1077,符,token,token,54,,,,
1078,府,municipality,municipality,54,,,,
1079,任,responsibility,responsibility,54,,,,
1080,賃,fare,fare,54,,,,
1081,代,substitute,substitute,55,,,,
1082,袋,sack,sack,55,,,,
1083,貸,lend,lend,55,,,,
1084,化,change,change,55,,,,
1085,花,flower,flower,55,,,,
1086,貨,freight,freight,55,,,,
1087,傾,lean,lean,55,,,,
1088,何,what,what,55,,,,
1089,荷,baggage,baggage,55,,,,
1090,俊,sagacious,sagacious,55,,,,
1091,傍,bystander,bystander,55,,,,
1092,俺,myself,myself,55,,,,
1093,久,long_time,long_time,55,,,,
1094,畝,furrow,furrow,55,,,,
1095,囚,captured,captured,55,,,,
1096,内,inside,inside,55,,,,
1097,丙,third_class,third_class,55,,,,
1098,柄,design,design,55,,,,
1099,肉,meat,meat,55,,,,
1100,腐,rot,rot,55,,,,
1101,座,sit,sit,56,,,,
1102,挫,sprain,sprain,56,,,,
1103,卒,graduate,graduate,56,,,,
1104,傘,umbrella,umbrella,56,,,,
1105,匁,monme,monme,56,,,,
1106,以,by_means_of,by_means_of,56,,,,
1107,似,resemble,resemble,56,,,,
1108,併,join,join,56,,,,
1109,瓦,tile,tile,56,,,,
1110,瓶,flower_pot,flower_pot,56,,,,
1111,宮,shinto_shrine,shinto_shrine,56,,,,
1112,営,occupation,occupation,56,,,,
1113,善,virtuous,virtuous,56,,,,
1114,膳,dining_tray,dining_tray,56,,,,
1115,年,year,year,56,,,,
1116,夜,night,night,56,,,,
1117,液,fluid,fluid,56,,,,
1118,塚,hillock,hillock,56,,,,
1119,幣,cash,cash,56,,,,
1120,蔽,cover_over,cover_over,56,,,,
1121,弊,abuse,abuse,57,,,,
1122,喚,yell,yell,57,,,,
1123,換,interchange,interchange,57,,,,
1124,融,dissolve,dissolve,57,,,,
1125,施,alms,alms,57,,,,
1126,旋,rotation,rotation,57,,,,
1127,遊,play,play,57,,,,
1128,旅,trip,trip,57,,,,
1129,勿,must_not,must_not,57,,,,
1130,物,thing,thing,57,,,,
1131,易,easy,easy,57,,,,
1132,賜,grant,grant,57,,,,
1133,尿,urine,urine,57,,,,
1134,尼,nun,nun,57,,,,
1135,尻,buttocks,buttocks,57,,,,
1136,泥,mud,mud,57,,,,
1137,塀,brick_wall,brick_wall,57,,,,
1138,履,footgear,footgear,57,,,,
1139,屋,roof,roof,57,,,,
1140,握,grip,grip,57,,,,
1141,屈,yield,yield,58,,,,
1142,掘,dig,dig,58,,,,
1143,堀,ditch,ditch,58,,,,
1144,居,reside,reside,58,,,,
1145,据,set,set,58,,,,
1146,裾,hem,hem,58,,,,
1147,層,stratum,stratum,58,,,,
1148,局,bureau,bureau,58,,,,
1149,遅,slow,slow,58,,,,
1150,漏,leak,leak,58,,,,
1151,刷,printing,printing,58,,,,
1152,尺,shaku,shaku,58,,,,
1153,尽,exhaust,exhaust,58,,,,
1154,沢,swamp,swamp,58,,,,
1155,訳,translate,translate,58,,,,
1156,択,choose,choose,58,,,,
1157,昼,daytime,daytime,58,,,,
1158,戸,door,door,58,,,,
1159,肩,shoulder,shoulder,58,,,,
1160,房,tassel,tassel,58,,,,
1161,扇,fan,fan,59,,,,
1162,炉,hearth,hearth,59,,,,
1163,戻,revert,revert,59,,,,
1164,涙,tears,tears,59,,,,
1165,雇,employ,employ,59,,,,
1166,顧,look_back,look_back,59,,,,
1167,啓,disclose,disclose,59,,,,
1168,示,indicate,indicate,59,,,,
1169,礼,thanks,thanks,59,,,,
1170,祥,auspicious,auspicious,59,,,,
1171,祝,celebrate,celebrate,59,,,,
1172,福,blessing,blessing,59,,,,
1173,祉,welfare,welfare,59,,,,
1174,社,company,company,59,,,,
1175,視,inspection,inspection,59,,,,
1176,奈,nara,nara,59,,,,
1177,尉,military_officer,military_officer,59,,,,
1178,慰,consolation,consolation,59,,,,
1179,款,goodwill,goodwill,59,,,,
1180,禁,prohibition,prohibition,59,,,,
1181,襟,collar,collar,60,,,,
1182,宗,religion,religion,60,,,,
1183,崇,adore,adore,60,,,,
1184,祭,festival,festival,60,,,,
1185,察,guess,guess,60,,,,
1186,擦,grate,grate,60,,,,
1187,由,wherefore,wherefore,60,,,,
1188,抽,pluck,pluck,60,,,,
1189,油,oil,oil,60,,,,
1190,袖,sleeve,sleeve,60,,,,
1191,宙,midair,midair,60,,,,
1192,届,deliver,deliver,60,,,,
1193,笛,flute,flute,60,,,,
1194,軸,axis,axis,60,,,,
1195,甲,armor,armor,60,,,,
1196,押,push,push,60,,,,
1197,岬,headland,headland,60,,,,
1198,挿,insert,insert,60,,,,
1199,申,declare,declare,60,,,,
1200,伸,expand,expand,60,,,,
1201,神,gods,gods,61,,,,
1202,捜,search,search,61,,,,
1203,果,fruit,fruit,61,,,,
1204,菓,confectionery,confectionery,61,,,,
1205,課,sub-division,sub-division,61,,,,
1206,裸,naked,naked,61,,,,
1207,斤,axe,axe,61,,,,
1208,析,chop,chop,61,,,,
1209,所,place,place,61,,,,
1210,祈,pray,pray,61,,,,
1211,近,near,near,61,,,,
1212,折,fold,fold,61,,,,
1213,哲,philosophy,philosophy,61,,,,
1214,逝,departed,departed,61,,,,
1215,誓,vow,vow,61,,,,
1216,斬,chop_off,chop_off,61,,,,
1217,暫,temporarily,temporarily,61,,,,
1218,漸,steadily,steadily,61,,,,
1219,断,cut_off,cut_off,61,,,,
1220,質,quality,quality,61,,,,
1221,斥,reject,reject,62,,,,
1222,訴,sue,sue,62,,,,
1223,昨,previous_day,previous_day,62,,,,
1224,詐,lie,lie,62,,,,
1225,作,make,make,62,,,,
1226,雪,snow,snow,62,,,,
1227,録,record,record,62,,,,
1228,剥,peel_off,peel_off,62,,,,
1229,尋,inquire,inquire,62,,,,
1230,急,hurry,hurry,62,,,,
1231,穏,calm,calm,62,,,,
1232,侵,encroach,encroach,62,,,,
1233,浸,immersed,immersed,62,,,,
1234,寝,lie_down,lie_down,62,,,,
1235,婦,lady,lady,62,,,,
1236,掃,sweep,sweep,62,,,,
1237,当,hit,hit,62,,,,
1238,彙,glossary,glossary,62,,,,
1239,争,conflict,conflict,62,,,,
1240,浄,clean,clean,62,,,,
1241,事,abstract_thing,abstract_thing,63,,,,
1242,唐,tang_dynasty,tang_dynasty,63,,,,
1243,糖,sugar,sugar,63,,,,
1244,康,health,health,63,,,,
1245,逮,apprehend,apprehend,63,,,,
1246,伊,italy,italy,63,,,,
1247,君,lord,lord,63,,,,
1248,群,flock,flock,63,,,,
1249,耐,endure,endure,63,,,,
1250,需,demand,demand,63,,,,
1251,儒,confucian,confucian,63,,,,
1252,端,edge,edge,63,,,,
1253,両,both,both,63,,,,
1254,満,full,full,63,,,,
1255,画,draw,draw,63,,,,
1256,歯,tooth,tooth,63,,,,
1257,曲,musical_composition,musical_composition,63,,,,
1258,曹,cadet,cadet,63,,,,
1259,遭,encounter,encounter,63,,,,
1260,漕,rowing,rowing,63,,,,
1261,槽,vat,vat,64,,,,
1262,斗,big_dipper,big_dipper,64,,,,
1263,料,fee,fee,64,,,,
1264,科,subject,subject,64,,,,
1265,図,map,map,64,,,,
1266,用,utilize,utilize,64,,,,
1267,庸,commonplace,commonplace,64,,,,
1268,備,equip,equip,64,,,,
1269,昔,long_ago,long_ago,64,,,,
1270,錯,confused,confused,64,,,,
1271,借,borrow,borrow,64,,,,
1272,惜,pity,pity,64,,,,
1273,措,set_aside,set_aside,64,,,,
1274,散,scatter,scatter,64,,,,
1275,廿,twenty,twenty,64,,,,
1276,庶,commoner,commoner,64,,,,
1277,遮,intercept,intercept,64,,,,
1278,席,seat,seat,64,,,,
1279,度,degrees,degrees,64,,,,
1280,渡,transit,transit,64,,,,
1281,奔,bustle,bustle,65,,,,
1282,噴,erupt,erupt,65,,,,
1283,墳,tomb,tomb,65,,,,
1284,憤,aroused,aroused,65,,,,
1285,焼,bake,bake,65,,,,
1286,暁,sunrise,sunrise,65,,,,
1287,半,half,half,65,,,,
1288,伴,consort,consort,65,,,,
1289,畔,paddy_ridge,paddy_ridge,65,,,,
1290,判,judgment,judgment,65,,,,
1291,拳,fist,fist,65,,,,
1292,券,ticket,ticket,65,,,,
1293,巻,scroll,scroll,65,,,,
1294,圏,sphere_of_influence,sphere_of_influence,65,,,,
1295,勝,victory,victory,65,,,,
1296,藤,wisteria,wisteria,65,,,,
1297,謄,mimeograph,mimeograph,65,,,,
1298,片,one_sided,one_sided,65,,,,
1299,版,printing_block,printing_block,65,,,,
1300,之,of,of,65,,,,
1301,乏,scarce,scarce,66,,,,
1302,芝,turf,turf,66,,,,
1303,不,not,not,66,,,,
1304,否,negate,negate,66,,,,
1305,杯,cupfuls,cupfuls,66,,,,
1306,矢,arrow,arrow,66,,,,
1307,矯,rectify,rectify,66,,,,
1308,族,tribe,tribe,66,,,,
1309,知,know,know,66,,,,
1310,智,wisdom,wisdom,66,,,,
1311,挨,push_open,push_open,66,,,,
1312,矛,halberd,halberd,66,,,,
1313,柔,tender,tender,66,,,,
1314,務,duty,duty,66,,,,
1315,霧,fog,fog,66,,,,
1316,班,squad,squad,66,,,,
1317,帰,homecoming,homecoming,66,,,,
1318,弓,archery_bow,archery_bow,66,,,,
1319,引,pull,pull,66,,,,
1320,弔,condolences,condolences,66,,,,
1321,弘,vast,vast,67,,,,
1322,強,strong,strong,67,,,,
1323,弥,increasingly,increasingly,67,,,,
1324,弱,weak,weak,67,,,,
1325,溺,drowning,drowning,67,,,,
1326,沸,seethe,seethe,67,,,,
1327,費,expense,expense,67,,,,
1328,第,ordinal_number,ordinal_number,67,,,,
1329,弟,younger_brother,younger_brother,67,,,,
1330,巧,adroit,adroit,67,,,,
1331,号,designation,designation,67,,,,
1332,朽,decay,decay,67,,,,
1333,誇,boast,boast,67,,,,
1334,顎,chin,chin,67,,,,
1335,汚,dirty,dirty,67,,,,
1336,与,bestow,bestow,67,,,,
1337,写,copy,copy,67,,,,
1338,身,somebody,somebody,67,,,,
1339,射,shoot,shoot,67,,,,
1340,謝,thank,thank,67,,,,
1341,老,old_man,old_man,68,,,,
1342,考,consider,consider,68,,,,
1343,孝,filial_piety,filial_piety,68,,,,
1344,教,teach,teach,68,,,,
1345,拷,torture,torture,68,,,,
1346,者,someone,someone,68,,,,
1347,煮,boil,boil,68,,,,
1348,著,renowned,renowned,68,,,,
1349,箸,chopsticks,chopsticks,68,,,,
1350,署,government_bureau,government_bureau,68,,,,
1351,暑,sultry,sultry,68,,,,
1352,諸,various,various,68,,,,
1353,猪,pack_of_dogs,pack_of_dogs,68,,,,
1354,渚,shore,shore,68,,,,
1355,賭,gamble,gamble,68,,,,
1356,峡,gorge,gorge,68,,,,
1357,狭,cramped,cramped,68,,,,
1358,挟,sandwiched,sandwiched,68,,,,
1359,頬,cheek,cheek,68,,,,
1360,追,chase,chase,68,,,,
1361,阜,mound,mound,69,,,,
1362,師,expert,expert,69,,,,
1363,帥,commander,commander,69,,,,
1364,官,bureaucrat,bureaucrat,69,,,,
1365,棺,coffin,coffin,69,,,,
1366,管,pipe,pipe,69,,,,
1367,父,father,father,69,,,,
1368,釜,cauldron,cauldron,69,,,,
1369,交,mingle,mingle,69,,,,
1370,効,effect,effect,69,,,,
1371,較,contrast,contrast,69,,,,
1372,校,exam,exam,69,,,,
1373,足,leg,leg,69,,,,
1374,促,stimulate,stimulate,69,,,,
1375,捉,nab,nab,69,,,,
1376,距,long_distance,long_distance,69,,,,
1377,路,path,path,69,,,,
1378,露,dew,dew,69,,,,
1379,跳,hop,hop,69,,,,
1380,躍,leap,leap,69,,,,
1381,践,tread,tread,70,,,,
1382,踏,step,step,70,,,,
1383,踪,footprints,footprints,70,,,,
1384,骨,bone,bone,70,,,,
1385,滑,slippery,slippery,70,,,,
1386,髄,marrow,marrow,70,,,,
1387,禍,calamity,calamity,70,,,,
1388,渦,whirlpool,whirlpool,70,,,,
1389,鍋,pot,pot,70,,,,
1390,過,overdo,overdo,70,,,,
1391,阪,heights,heights,70,,,,
1392,阿,africa,africa,70,,,,
1393,際,occasion,occasion,70,,,,
1394,障,hinder,hinder,70,,,,
1395,隙,fissure,fissure,70,,,,
1396,随,accompany,accompany,70,,,,
1397,陪,jury,jury,70,,,,
1398,陽,sunshine,sunshine,70,,,,
1399,陳,set_forth,set_forth,70,,,,
1400,防,ward_off,ward_off,70,,,,
1401,附,affixed,affixed,71,,,,
1402,院,institution,institution,71,,,,
1403,陣,camp,camp,71,,,,
1404,隊,regiment,regiment,71,,,,
1405,墜,crash,crash,71,,,,
1406,降,descend,descend,71,,,,
1407,階,floor,floor,71,,,,
1408,陛,highness,highness,71,,,,
1409,隣,neighboring,neighboring,71,,,,
1410,隔,isolate,isolate,71,,,,
1411,隠,conceal,conceal,71,,,,
1412,堕,degenerate,degenerate,71,,,,
1413,陥,collapse,collapse,71,,,,
1414,穴,hole,hole,71,,,,
1415,空,sky,sky,71,,,,
1416,控,withdraw,withdraw,71,,,,
1417,突,stab,stab,71,,,,
1418,究,research,research,71,,,,
1419,窒,plug_up,plug_up,71,,,,
1420,窃,stealth,stealth,71,,,,
1421,窟,cavern,cavern,72,,,,
1422,窪,hollow,hollow,72,,,,
1423,搾,squeeze,squeeze,72,,,,
1424,窯,kiln,kiln,72,,,,
1425,窮,hard_up,hard_up,72,,,,
1426,探,grope,grope,72,,,,
1427,深,deep,deep,72,,,,
1428,丘,hill,hill,72,,,,
1429,岳,mountain_peak,mountain_peak,72,,,,
1430,兵,soldier,soldier,72,,,,
1431,浜,seacoast,seacoast,72,,,,
1432,糸,thread,thread,72,,,,
1433,織,weave,weave,72,,,,
1434,繕,darning,darning,72,,,,
1435,縮,shrink,shrink,72,,,,
1436,繁,luxuriant,luxuriant,72,,,,
1437,縦,vertical,vertical,72,,,,
1438,緻,intricate,intricate,72,,,,
1439,線,line,line,72,,,,
1440,綻,unravel,unravel,72,,,,
1441,締,tighten,tighten,73,,,,
1442,維,fiber,fiber,73,,,,
1443,羅,gauze,gauze,73,,,,
1444,練,practice,practice,73,,,,
1445,緒,thong,thong,73,,,,
1446,続,continue,continue,73,,,,
1447,絵,picture,picture,73,,,,
1448,統,unite,unite,73,,,,
1449,絞,strangle,strangle,73,,,,
1450,給,salary,salary,73,,,,
1451,絡,entwine,entwine,73,,,,
1452,結,tie,tie,73,,,,
1453,終,end,end,73,,,,
1454,級,class,class,73,,,,
1455,紀,chronicle,chronicle,73,,,,
1456,紅,crimson,crimson,73,,,,
1457,納,settlement,settlement,73,,,,
1458,紡,spinning,spinning,73,,,,
1459,紛,distract,distract,73,,,,
1460,紹,introduce,introduce,73,,,,
1461,経,manage,manage,74,,,,
1462,紳,sire,sire,74,,,,
1463,約,promise,promise,74,,,,
1464,細,thin,thin,74,,,,
1465,累,pile_up,pile_up,74,,,,
1466,索,cord,cord,74,,,,
1467,総,total,total,74,,,,
1468,綿,cotton,cotton,74,,,,
1469,絹,silk,silk,74,,,,
1470,繰,winding,winding,74,,,,
1471,継,inherit,inherit,74,,,,
1472,緑,green,green,74,,,,
1473,縁,affinity,affinity,74,,,,
1474,網,netting,netting,74,,,,
1475,緊,tense,tense,74,,,,
1476,紫,purple,purple,74,,,,
1477,縛,truss,truss,74,,,,
1478,縄,straw_rope,straw_rope,74,,,,
1479,幼,infancy,infancy,74,,,,
1480,後,behind,behind,74,,,,
1481,幽,dim,dim,75,,,,
1482,幾,how_many,how_many,75,,,,
1483,機,machine,machine,75,,,,
1484,畿,capital_area,capital_area,75,,,,
